"PMID"	"First author"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"		"PMID"
12939741	"Micci F"	"Oslo"	10.75	59.91	"Norway"	9		12939741
12949801	"Dahlgren L"	"Stockholm"	18.06	59.33	"Sweden"	25		12949801
12950019	"Robanus-Maandag EC"	"Amsterdam"	4.89	52.37	"Netherlands"	24		12950019
12960699	"Hostein I"	"Bordeaux"	-0.58	44.84	"France"	16		12960699
12963965	"Yen CC"	"Taipei"	121.53	25.05	"Taiwan"	8		12963965
12964966	"Brunaud L"	"San Francisco"	-122.42	37.77	"United States"	22		12964966
13678737	"Israeli O"	"Ramat Gan"	34.81	32.08	"Israel"	46		13678737
13679437	"Schuster AE"	"Baltimore"	-76.61	39.29	"United States"	30		13679437
14499689	"Brandal P"	"Oslo"	10.75	59.91	"Norway"	12		14499689
14499690	"Pang A"	"Hong Kong"	114.16	22.29	"China"	68		14499690
14499694	"Cavalli LR"	"Washington"	-89.41	40.7	"United States"	12		14499694
14502807	"Bläker H"	"Heidelberg"	8.69	49.41	"Germany"	10		14502807
14506695	"Squire JA"	"Toronto"	-79.42	43.7	"Canada"	9		14506695
14507650	"Li LS"	"Seoul"	126.98	37.57	"Korean Republic"	59		14507650
14508391	"Terracciano LM"	"Basel"	7.57	47.56	"Switzerland"	3		14508391
14512790	"Pirker C"	"Vienna"	16.37	48.21	"Austria"	48		14512790
14513052	"García JL"	"Salamanca"	-3.68	40.43	"Spain"	46		14513052
14513278	"Johnen G"	"Bochum"	7.22	51.48	"Germany"	50		14513278
14514924	"Weiss MM"	"Amsterdam"	4.89	52.37	"Netherlands"	11		14514924
14520696	"Weber-Mangal S"	"Heidelberg"	8.69	49.41	"Germany"	88		14520696
14522893	"Tarafa G"	"Barcelona"	2.16	41.39	"Spain"	47		14522893
14553944	"da Silva Veiga LC"	"Sao Paulo"	-46.64	-23.55	"Brazil"	17		14553944
14562281	"Terracciano LM"	"Basel"	7.57	47.56	"Switzerland"	35		14562281
14562288	"Boonstra R"	"Groningen"	6.57	53.22	"The Netherlands"	10		14562288
14578177	"Bastian BC"	"San Francisco"	-122.42	37.77	"United States"	189		14578177
14578863	"Okamoto H"	"Tokyo"	139.69	35.69	"Japan"	39		14578863
14580765	"Habermann JK"	"Bethesda"	-77.1	38.98	"United States"	19		14580765
14580767	"Kim GJ"	"Seoul"	126.98	37.57	"Korean Republic"	22		14580767
14580769	"Costa D"	"Barcelona"	2.16	41.39	"Spain"	8		14580769
14580771	"Shiomi H"	"Otsu-shi"	135.87	35	"Japan"	20		14580771
14595748	"Ullmann R"	"Graz"	15.45	47.07	"Austria"	28		14595748
14595754	"Prochazkova M"	"Bordeaux"	-0.58	44.84	"France"	13		14595754
14595756	"Peng DF"	"Otsu-shi"	135.87	35	"Japan"	69		14595756
14603437	"Lau CC"	"Houston"	-95.36	29.76	"United States"	25		14603437
14603444	"Karnan S"	"Nagoya-shi"	136.91	35.18	"Japan"	70		14603444
14610349	"Gebhart E"	"Erlangen"	11.01	49.59	"Germany"	35		14610349
14631812	"Husek K"	"Brno"	16.61	49.2	"Czech Republic"	1		14631812
14633610	"Linn SC"	"Stanford"	-122.17	37.43	"United States"	11		14633610
14654791	"Bos R"	"Amsterdam"	4.89	52.37	"Netherlands"	33		14654791
14681321	"Boonstra R"	"Groningen"	6.57	53.22	"The Netherlands"	13		14681321
14697635	"Habermann JK"	"Bethesda"	-77.1	38.98	"United States"	16		14697635
14697636	"Henegariu O"	"New Haven"	-72.93	41.31	"United States"	13		14697636
14716298	"Feber A"	"Sutton"	-0.2	51.35	"United Kingdom"	10		14716298
14730057	"Schwaenen C"	"Heidelberg"	8.69	49.41	"Germany"	107		14730057
14730211	"Chen Y"	"Daan District"	121.45	25.03	"Taiwan"	28		14730211
14732926	"van Dekken H"	"Rotterdam"	4.48	51.92	"The Netherlands"	20		14732926
14735198	"Rodrigues RF"	"Lisbon"	-9.13	38.72	"Portugal"	19		14735198
14736278	"Terracciano LM"	"Basel"	7.57	47.56	"Switzerland"	2		14736278
14758948	"Tong CY"	"Hong Kong"	114.16	22.29	"China"	14		14758948
14767597	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	7		14767597
14968109	"Hurst CD"	"Leeds"	-1.55	53.8	"United Kingdom"	23		14968109
14969815	"Hannen EJ"	"Nijmegen"	5.84	51.81	"The Netherlands"	16		14969815
14977426	"Diep CB"	"Oslo"	10.75	59.91	"Norway"	56		14977426
14984937	"Chow SN"	"Taipei"	121.53	25.05	"Taiwan"	1		14984937
14989489	"Mattfeldt T"	"Ulm"	9.99	48.4	"Germany"	78		14989489
14989601	"Cowell JK"	"Buffalo"	-93.87	45.17	"United States"	14		14989601
15001537	"Nakao K"	"Tokyo"	139.69	35.69	"Japan"	125		15001537
15001998	"Larramendy ML"	"Helsinki"	24.94	60.17	"Finland"	19		15001998
15018632	"Rao PH"	"Houston"	-95.36	29.76	"United States"	83		15018632
15032972	"Ottesen AM"	"Copenhagen"	12.57	55.68	"Denmark"	3		15032972
15036677	"Junker K"	"Jena"	11.59	50.93	"Germany"	44		15036677
15046038	"Bergmann F"	"Heidelberg"	8.69	49.41	"Germany"	1		15046038
15054466	"Korsching E"	"Muenster"	7.63	51.96	"Germany"	206		15054466
15066319	"Yano S"	"Yamaguchi-shi"	131.47	34.19	"Japan"	11		15066319
15086538	"Fischer TC"	"Berlin"	13.41	52.52	"Germany"	32		15086538
15090459	"Kohlhammer H"	"Ulm"	9.99	48.4	"Germany"	53		15090459
15090470	"McArdle L"	"Dublin"	-6.25	53.33	"Ireland"	22		15090470
15095269	"Gunawan B"	"Goettingen"	9.93	51.53	"Germany"	52		15095269
15104284	"Roque L"	"Lisbon"	-9.13	38.72	"Portugal"	1		15104284
15111330	"Zettl A"	"Wuerzburg"	9.95	49.79	"Germany"	81		15111330
15112273	"Tai AL"	"Hong Kong"	114.16	22.29	"China"	69		15112273
15120909	"Cowell JK"	"Buffalo"	-93.87	45.17	"United States"	4		15120909
15126341	"Heidenblad M"	"Lund"	13.19	55.71	"Sweden"	31		15126341
15128417	"Andersen CL"	"Aarhus"	10.21	56.16	"Denmark"	113		15128417
15133472	"Hashimoto K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	19		15133472
15138198	"Paris PL"	"San Francisco"	-122.42	37.77	"United States"	64		15138198
15138621	"Hoefling C"	"Dresden"	13.74	51.05	"Germany"	10		15138621
15153336	"Wolf M"	"Turku"	22.27	60.45	"Finland"	3		15153336
15153736	"Cho NH"	"Seoul"	126.98	37.57	"Korean Republic"	2		15153736
15154013	"Kimura Y"	"Oita"	131.61	33.24	"Japan"	102		15154013
15161702	"Gangnus R"	"Munich"	11.58	48.14	"Germany"	5		15161702
15163005	"Harvell JD"	"Stanford"	-122.17	37.43	"United States"	5		15163005
15170669	"Camps J"	"Barcelona"	2.16	41.39	"Spain"	8		15170669
15172977	"Sonoda I"	"Tokyo"	139.69	35.69	"Japan"	43		15172977
15175042	"Hallermann C"	"Goettingen"	9.93	51.53	"Germany"	26		15175042
15188144	"Nyante SJ"	"San Francisco"	-122.42	37.77	"United States"	2		15188144
15188458	"Partheen K"	"Goeteborg"	11.97	57.71	"Sweden"	98		15188458
15193028	"Bockmühl U"	"Marburg"	8.77	50.8	"Germany"	22		15193028
15193437	"Tonon G"	"Bethesda"	-77.1	38.98	"United States"	2		15193437
15197797	"Hwang ES"	"San Francisco"	-122.42	37.77	"United States"	48		15197797
15199222	"Aguirre AJ"	"Boston"	-71.06	42.36	"United States"	37		15199222
15204376	"Kallio JP"	"Tampere"	23.79	61.5	"Finland"	20		15204376
15208688	"Molist R"	"Paris"	2.35	48.85	"France"	8		15208688
15218240	"Bryndorf T"	"Copenhagen"	12.57	55.68	"Denmark"	21		15218240
15218241	"Stallings RL"	"Dublin"	-6.25	53.33	"Ireland"	10		15218241
15218253	"Hughes S"	"Toronto"	-79.42	43.7	"Canada"	2		15218253
15221937	"Albrecht B"	"Freiburg"	7.85	48	"Germany"	18		15221937
15221962	"Lyng H"	"Oslo"	10.75	59.91	"Norway"	55		15221962
15223644	"Jarosová M"	"Olomouc"	17.25	49.6	"Czech Republic"	30		15223644
15229187	"de Leeuw RJ"	"Vancouver"	-123.12	49.25	"Canada"	8		15229187
15231651	"Holzmann K"	"Ulm"	9.99	48.4	"Germany"	19		15231651
15237194	"Shyu RY"	"Taipei"	121.53	25.05	"Taiwan"	1		15237194
15256451	"Douglas EJ"	"Cambridge UK"	0.12	52.21	"United Kingdom"	85		15256451
15257315	"Thelander EF"	"Stockholm"	18.06	59.33	"Sweden"	37		15257315
15258990	"Peng DF"	"Otsu-shi"	135.87	35	"Japan"	8		15258990
15258997	"Barth TF"	"Ulm"	9.99	48.4	"Germany"	16		15258997
15262429	"Matsuda K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	27		15262429
15262437	"Park SY"	"Seoul"	126.98	37.57	"Korean Republic"	48		15262437
15262439	"Valladares A"	"Mexico City"	-99.13	19.43	"Mexico"	16		15262439
15269292	"Wiltshire RN"	"Durham"	-78.9	35.99	"United States"	102		15269292
15272285	"Pan CC"	"Taipei"	121.53	25.05	"Taiwan"	13		15272285
15274346	"Ozaki T"	"Muenster"	7.63	51.96	"Germany"	13		15274346
15289862	"Liu XP"	"Yamaguchi-shi"	131.47	34.19	"Japan"	21		15289862
15298715	"Man TK"	"Houston"	-95.36	29.76	"United States"	48		15298715
15300251	"Huusko P"	"Gaithersburg"	-77.2	39.14	"United States"	98		15300251
15305059	"Zielenska M"	"Toronto"	-79.42	43.7	"Canada"	8		15305059
15318934	"Willmarth NE"	"Ann Arbor"	-83.74	42.28	"United States"	9		15318934
15325089	"Casas S"	"Barcelona"	2.16	41.39	"Spain"	127		15325089
15325091	"Krupp W"	"Leipzig"	12.37	51.34	"Germany"	4		15325091
15337798	"Beà S"	"Barcelona"	2.16	41.39	"Spain"	66		15337798
15342373	"Tagawa H"	"Nagoya-shi"	136.91	35.18	"Japan"	70		15342373
15350306	"Lim G"	"Toronto"	-79.42	43.7	"Canada"	1		15350306
15350309	"Cavalli LR"	"Washington"	-89.41	40.7	"United States"	20		15350309
15358570	"Hallermann C"	"Goettingen"	9.93	51.53	"Germany"	1		15358570
15372456	"Chen YJ"	"Taipei"	121.53	25.05	"Taiwan"	60		15372456
15375545	"Alimov A"	"Stockholm"	18.06	59.33	"Sweden"	7		15375545
15380028	"Chen QR"	"Gaithersburg"	-77.2	39.14	"United States"	44		15380028
15381376	"Maravelaki S"	"London"	-0.13	51.51	"United Kingdom"	1		15381376
15382261	"Meléndez B"	"Madrid"	-3.7	40.42	"Spain"	16		15382261
15386312	"Teixeira MR"	"Porto"	-8.61	41.15	"Portugal"	33		15386312
15447982	"Jones C"	"London"	-0.13	51.51	"United Kingdom"	86		15447982
15472895	"Kitange G"	"Rochester"	-70.98	43.3	"United States"	35		15472895
15474145	"Pettus JA"	"Salt Lake City"	-111.89	40.76	"United States"	20		15474145
15474146	"Wullich B"	"Homburg"	7.34	49.33	"Germany"	5		15474146
15476269	"Verdorfer I"	"Innsbruck"	11.39	47.26	"Austria"	8		15476269
15483344	"Lee JY"	"Seoul"	126.98	37.57	"Korean Republic"	33		15483344
15486987	"Zhao H"	"Stanford"	-122.17	37.43	"United States"	8		15486987
15487452	"Schulten HJ"	"Goettingen"	9.93	51.53	"Germany"	29		15487452
15489896	"McIntyre A"	"Sutton"	-0.2	51.35	"United Kingdom"	11		15489896
15493339	"Peters I"	"Homburg"	7.34	49.33	"Germany"	1		15493339
15494095	"Nakahara Y"	"Kuroshio"	133.01	33.02	"Japan"	19		15494095
15498857	"Schraders M"	"Nijmegen"	5.84	51.81	"The Netherlands"	14		15498857
15504248	"Zhang X"	"Nagoya-shi"	136.91	35.18	"Japan"	59		15504248
15507938	"Hirai Y"	"Toshima"	139.72	35.73	"Japan"	16		15507938
15531920	"Jones AM"	"London"	-0.13	51.51	"United Kingdom"	60		15531920
15539380	"Tchinda J"	"Muenster"	7.63	51.96	"Germany"	57		15539380
15540165	"Atiye J"	"Helsinki"	24.94	60.17	"Finland"	22		15540165
15540206	"Gronwald J"	"Szczecin"	14.55	53.43	"Poland"	45		15540206
15543620	"Wikman H"	"Helsinki"	24.94	60.17	"Finland"	7		15543620
15545968	"Alazawi W"	"Cambridge UK"	0.12	52.21	"United Kingdom"	70		15545968
15548351	"Mahlamäki EH"	"Tampere"	23.79	61.5	"Finland"	13		15548351
15548367	"Brandal P"	"Oslo"	10.75	59.91	"Norway"	24		15548367
15548372	"Jiang F"	"Houston"	-95.36	29.76	"United States"	14		15548372
15569059	"Serio G"	"Bari"	16.86	41.11	"Italy"	2		15569059
15571795	"Tsuda H"	"Boston"	-71.06	42.36	"United States"	11		15571795
15571796	"Somiari SB"	"Windber"	-78.84	40.24	"United States"	14		15571796
15571797	"Kleivi K"	"Oslo"	10.75	59.91	"Norway"	23		15571797
15574760	"Loo LW"	"Seattle"	-122.33	47.61	"United States"	44		15574760
15578687	"Benetkiewicz M"	"Uppsala"	17.64	59.86	"Sweden"	15		15578687
15583998	"Qin YR"	"Zhengzhou"	113.65	34.76	"China"	67		15583998
15586366	"Lambros MB"	"London"	-0.13	51.51	"United Kingdom"	23		15586366
15608680	"Tagawa H"	"Nagoya-shi"	136.91	35.18	"Japan"	36		15608680
15611930	"Martínez-Ramírez A"	"Madrid"	-3.7	40.42	"Spain"	37		15611930
15611932	"Gorringe KL"	"Melbourne"	144.96	-37.81	"Australia"	20		15611932
15623941	"Weiss MM"	"Amsterdam"	4.89	52.37	"Netherlands"	35		15623941
15647670	"Rosário F"	"Lisbon"	-9.13	38.72	"Portugal"	1		15647670
15650359	"Richter H"	"Oberschleissheim"	11.56	48.25	"Germany"	89		15650359
15656903	"Meléndez B"	"Madrid"	-3.7	40.42	"Spain"	1		15656903
15665277	"Koed K"	"Aarhus"	10.21	56.16	"Denmark"	37		15665277
15668805	"Aulmann S"	"Heidelberg"	8.69	49.41	"Germany"	2		15668805
15668903	"Verbeek W"	"Braunschweig"	10.53	52.27	"Germany"	2		15668903
15674345	"Hermsen M"	"Amsterdam"	4.89	52.37	"Netherlands"	9		15674345
15676140	"Namiki T"	"Ina"	137.95	35.83	"Japan"	20		15676140
15676145	"Uhm KO"	"Seoul"	126.98	37.57	"Korean Republic"	19		15676145
15676146	"Huang FY"	"Hong Kong"	114.16	22.29	"China"	43		15676146
15685687	"Postma C"	"Amsterdam"	4.89	52.37	"Netherlands"	18		15685687
15695375	"Raghavan M"	"London"	-0.13	51.51	"United Kingdom"	64		15695375
15695385	"Nessling M"	"Heidelberg"	8.69	49.41	"Germany"	31		15695385
15705879	"van Beers EH"	"Amsterdam"	4.89	52.37	"Netherlands"	132		15705879
15718413	"Rubio-Moscardo F"	"Valencia"	-0.38	39.47	"Spain"	77		15718413
15721631	"Barenboim-Stapleton L"	"Bethesda"	-77.1	38.98	"United States"	1		15721631
15721635	"Rodriguez S"	"Villejuif"	2.36	48.79	"France"	23		15721635
15723340	"Jiang JK"	"Taipei"	121.53	25.05	"Taiwan"	36		15723340
15723654	"Takada H"	"Tokyo"	139.69	35.69	"Japan"	31		15723654
15731927	"Nagy J"	"Szeged"	20.15	46.25	"Hungary"	2		15731927
15735707	"Schleiermacher G"	"Paris"	2.35	48.85	"France"	2		15735707
15751042	"Molist R"	"Paris"	2.35	48.85	"France"	11		15751042
15765123	"Pang E"	"Hong Kong"	114.16	22.29	"China"	20		15765123
15771904	"Babicz M"	"Lublin"	22.57	51.25	"Poland"	9		15771904
15790439	"Lin YS"	"Daan District"	121.45	25.03	"Taiwan"	36		15790439
15801957	"Al-Assar O"	"Sheffield"	-1.47	53.38	"United Kingdom"	25		15801957
15805246	"Hu N"	"Sheffield"	-1.47	53.38	"United Kingdom"	0		15805246
15815722	"Mestre C"	"Valencia"	-0.38	39.47	"Spain"	43		15815722
15824737	"Snijders AM"	"San Francisco"	-122.42	37.77	"United States"	89		15824737
15834944	"Zielinski B"	"Heidelberg"	8.69	49.41	"Germany"	17		15834944
15837741	"Misra A"	"San Francisco"	-122.42	37.77	"United States"	54		15837741
15838649	"Kushima R"	"Otsu-shi"	135.87	35	"Japan"	1		15838649
15852498	"Castro P"	"Porto"	-8.61	41.15	"Portugal"	18		15852498
15860350	"Strefford JC"	"London"	-0.13	51.51	"United Kingdom"	19		15860350
15860364	"Kasahara K"	"Kochi-shi"	133.53	33.56	"Japan"	30		15860364
15860365	"Freier K"	"Heidelberg"	8.69	49.41	"Germany"	27		15860365
15863129	"Baumhoer D"	"Goettingen"	9.93	51.53	"Germany"	4		15863129
15863163	"Halbwedl I"	"Graz"	15.45	47.07	"Austria"	12		15863163
15866096	"Muslumanoglu HM"	"Eskisehir"	30.52	39.78	"Turkey"	67		15866096
15880464	"Veltman I"	"Nijmegen"	5.84	51.81	"The Netherlands"	32		15880464
15880582	"Roerig P"	"Dusseldorf"	6.78	51.22	"Germany"	70		15880582
15886317	"Tagawa H"	"Nagoya-shi"	136.91	35.18	"Japan"	99		15886317
15890250	"Rieker RJ"	"Heidelberg"	8.69	49.41	"Germany"	10		15890250
15892104	"Mosse YP"	"Philadelphia"	-75.16	39.95	"United States"	42		15892104
15897740	"Simpson PT"	"London"	-0.13	51.51	"United Kingdom"	81		15897740
15897872	"Garcia MJ"	"Cambridge UK"	0.12	52.21	"United Kingdom"	79		15897872
15899380	"Toida M"	"Gifu"	136.76	35.42	"Japan"	9		15899380
15899790	"Modena P"	"Milano"	9.19	45.46	"Italy"	11		15899790
15899798	"Bredel M"	"Stanford"	-122.17	37.43	"United States"	54		15899798
15908262	"Kasamatsu A"	"Chuo"	139.77	35.67	"Japan"	19		15908262
15925987	"Martinez R"	"Dresden"	13.74	51.05	"Germany"	1		15925987
15929091	"Gysin S"	"San Francisco"	-122.42	37.77	"United States"	25		15929091
15937994	"Foster NA"	"Cambridge UK"	0.12	52.21	"United Kingdom"	2		15937994
15940691	"Rossi MR"	"Buffalo"	-93.87	45.17	"United States"	18		15940691
15948796	"Rødahl E"	"Bergen"	5.32	60.39	"Norway"	19		15948796
15949565	"Brandal P"	"Oslo"	10.75	59.91	"Norway"	6		15949565
15951107	"Chen QR"	"Gaithersburg"	-77.2	39.14	"United States"	44		15951107
15957152	"Reis-Filho JS"	"London"	-0.13	51.51	"United Kingdom"	3		15957152
15958621	"Schlomm T"	"Hamburg"	10.02	53.58	"Germany"	41		15958621
15967571	"Mosse YP"	"Philadelphia"	-75.16	39.95	"United States"	42		15967571
15968688	"Brandal P"	"Oslo"	10.75	59.91	"Norway"	2		15968688
15970651	"Yan W"	"Guangzhou"	113.25	23.12	"China"	39		15970651
15980885	"Tanami H"	"Tokyo"	139.69	35.69	"Japan"	40		15980885
15981814	"Tabernero MD"	"Salamanca"	-3.68	40.43	"Spain"	4		15981814
15993271	"Poeaim S"	"Bangkok"	100.5	13.75	"Thailand"	60		15993271
16000397	"Patil MA"	"San Francisco"	-122.42	37.77	"United States"	49		16000397
16000565	"Hui AB"	"Hong Kong"	114.16	22.29	"China"	19		16000565
16000568	"Pan E"	"San Francisco"	-122.42	37.77	"United States"	35		16000568
16001072	"Garraway LA"	"Boston"	-71.06	42.36	"United States"	58		16001072
16004614	"Hidalgo A"	"Mexico City"	-99.13	19.43	"Mexico"	20		16004614
16007576	"Kleivi K"	"Oslo"	10.75	59.91	"Norway"	61		16007576
16010415	"Karst C"	"Jena"	11.59	50.93	"Germany"	22		16010415
16010416	"Nishio J"	"Omaha"	-95.94	41.26	"United States"	1		16010416
16012846	"Simon F"	"Bochum"	7.22	51.48	"Germany"	2		16012846
16032388	"Kuhnen C"	"Bochum"	7.22	51.48	"Germany"	1		16032388
16036111	"Bernardini M"	"Toronto"	-79.42	43.7	"Canada"	26		16036111
16037640	"Hermsen M"	"Oviedo"	-5.84	43.36	"Spain"	56		16037640
16041261	"Poirel HA"	"Brussels"	4.35	50.85	"Belgium"	35		16041261
16041693	"Korinth D"	"Berlin"	13.41	52.52	"Germany"	42		16041693
16046532	"Bea S"	"Barcelona"	2.16	41.39	"Spain"	255		16046532
16049916	"Nakashima Y"	"Nagoya-shi"	136.91	35.18	"Japan"	27		16049916
16051735	"Rubio-Moscardo F"	"Valencia"	-0.38	39.47	"Spain"	67		16051735
16075461	"Selzer RR"	"Madison"	-74.42	40.76	"United States"	5		16075461
16080198	"Deeb G"	"Buffalo"	-93.87	45.17	"United States"	11		16080198
16080954	"Hu J"	"Pittsburgh"	-80	40.44	"United States"	18		16080954
16080955	"Kawashima H"	"Niigata-shi"	139.02	37.9	"Japan"	1		16080955
16080956	"Nowak NJ"	"Buffalo"	-93.87	45.17	"United States"	33		16080956
16080958	"Morohara K"	"Shinagawa"	139.73	35.61	"Japan"	34		16080958
16096408	"Sebenik M"	"Staten Island"	-74.14	40.56	"United States"	13		16096408
16096412	"Maize JC"	"Charleston"	-88.18	39.5	"United States"	29		16096412
16103878	"Takada H"	"Tokyo"	139.69	35.69	"Japan"	32		16103878
16112006	"Wong QW"	"Hong Kong"	114.16	22.29	"China"	11		16112006
16116477	"Kim YH"	"Stanford"	-122.17	37.43	"United States"	24		16116477
16125302	"Qin SL"	"Beijing"	116.4	39.91	"China"	46		16125302
16130014	"Brookman-Amissah N"	"London"	-0.13	51.51	"United Kingdom"	1		16130014
16130103	"Idbaih A"	"Paris"	2.35	48.85	"France"	108		16130103
16130125	"Coe BP"	"Vancouver"	-123.12	49.25	"Canada"	14		16130125
16140918	"Baldwin C"	"Vancouver"	-123.12	49.25	"Canada"	20		16140918
16142344	"Chang MC"	"Taipei"	121.53	25.05	"Taiwan"	21		16142344
16149064	"Langdon JA"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	9		16149064
16157198	"Ness GO"	"Bergen"	5.32	60.39	"Norway"	3		16157198
16159423	"Qin YR"	"Zhengzhou"	113.65	34.76	"China"	30		16159423
16160477	"Binh MB"	"Paris"	2.35	48.85	"France"	154		16160477
16163698	"Juhász A"	"Debrecen"	21.63	47.53	"Hungary"	29		16163698
16170537	"Knuuttila A"	"Helsinki"	24.94	60.17	"Finland"	14		16170537
16175573	"Bignell G"	"hinxton"	0.18	52.08	"United Kingdom"	13		16175573
16178058	"Coco S"	"Genoa"	8.92	44.43	"Italy"	12		16178058
16187286	"Garnis C"	"Vancouver"	-123.12	49.25	"Canada"	28		16187286
16189159	"Packeisen J"	"Osnabrueck"	8.05	52.27	"Germany"	41		16189159
16193090	"Galteland E"	"Oslo"	10.75	59.91	"Norway"	93		16193090
16203795	"Blaveri E"	"San Francisco"	-122.42	37.77	"United States"	98		16203795
16204023	"Teh MT"	"London"	-0.13	51.51	"United Kingdom"	14		16204023
16206192	"Frühwald MC"	"Muenster"	7.63	51.96	"Germany"	2		16206192
16213357	"D'Haese JG"	"Heidelberg"	8.69	49.41	"Germany"	32		16213357
16222315	"Varma G"	"Buffalo"	-93.87	45.17	"United States"	47		16222315
16232197	"Peng WX"	"Chuo"	139.77	35.67	"Japan"	41		16232197
16236351	"Brown LA"	"Vancouver"	-123.12	49.25	"Canada"	674		16236351
16254460	"Yan W"	"Guangzhou"	113.25	23.12	"China"	32		16254460
16274455	"Giménez S"	"Barcelona"	2.16	41.39	"Spain"	18		16274455
16291983	"Curtin JA"	"San Francisco"	-122.42	37.77	"United States"	126		16291983
16314645	"Mendrzyk F"	"Heidelberg"	8.69	49.41	"Germany"	47		16314645
16314836	"Smeets SJ"	"Amsterdam"	4.89	52.37	"Netherlands"	143		16314836
16317097	"Chen W"	"New York City"	-74.01	40.71	"United States"	64		16317097
16320246	"Rossi MR"	"Buffalo"	-93.87	45.17	"United States"	24		16320246
16324202	"Inda MM"	"Villejuif"	2.36	48.79	"France"	20		16324202
16330669	"Dijkman R"	"Leiden"	4.5	52.16	"The Netherlands"	31		16330669
16337857	"Osterberg L"	"Goeteborg"	11.97	57.71	"Sweden"	63		16337857
16364037	"Su M"	"Shantou"	116.71	23.37	"China"	7		16364037
16365179	"Bredel M"	"Stanford"	-122.17	37.43	"United States"	30		16365179
16382445	"Wang YC"	"Stanford"	-122.17	37.43	"United States"	17		16382445
16397240	"Grade M"	"Goettingen"	9.93	51.53	"Germany"	21		16397240
16397242	"Looijenga LH"	"Rotterdam"	4.48	51.92	"The Netherlands"	12		16397242
16400626	"Ehrbrecht A"	"Bonn"	7.1	50.73	"Germany"	22		16400626
16409295	"Rinaldi A"	"Bellinzona"	9.02	46.19	"Switzerland"	26		16409295
16417655	"Shadeo A"	"Vancouver"	-123.12	49.25	"Canada"	7		16417655
16448697	"Camps J"	"Barcelona"	2.16	41.39	"Spain"	5		16448697
16456259	"Halder A"	"Lucknow"	80.92	26.84	"India"	4		16456259
16456777	"Xia HL"	"Shanghai"	121.46	31.22	"China"	24		16456777
16465364	"Karpova MB"	"Stockholm"	18.06	59.33	"Sweden"	10		16465364
16467165	"Di Palma S"	"Sutton"	-0.2	51.35	"United Kingdom"	2		16467165
16470878	"O'Regan EM"	"Dublin"	-6.25	53.33	"Ireland"	20		16470878
16473279	"Richardson AL"	"Boston"	-71.06	42.36	"United States"	43		16473279
16479570	"van Dekken H"	"Rotterdam"	4.48	51.92	"The Netherlands"	33		16479570
16484591	"Oshiro A"	"Nagoya-shi"	136.91	35.18	"Japan"	66		16484591
16510566	"Cardoso J"	"Rotterdam"	4.48	51.92	"The Netherlands"	73		16510566
16511509	"Nielaender I"	"Kiel"	10.13	54.32	"Germany"	5		16511509
16518847	"Watanabe N"	"Saitama"	139.66	35.91	"Japan"	34		16518847
16528379	"Al-Mulla F"	"Kuwait City"	47.98	29.37	"Kuwait"	61		16528379
16538064	"Jung SJ"	"Busan"	129.04	35.1	"Korean Republic"	1		16538064
16538612	"Wilting SM"	"Amsterdam"	4.89	52.37	"Netherlands"	21		16538612
16547504	"Burnworth B"	"Heidelberg"	8.69	49.41	"Germany"	24		16547504
16557383	"Nakagawa Y"	"Kita Ward"	133.92	34.66	"Japan"	22		16557383
16557391	"Korshunov A"	"Moscow"	37.62	55.75	"Russia"	70		16557391
16569690	"Scattone A"	"Bari"	16.86	41.11	"Italy"	6		16569690
16582634	"Mulholland PJ"	"London"	-0.13	51.51	"United Kingdom"	10		16582634
16585193	"Stallings RL"	"San Antonio"	-98.49	29.42	"United States"	56		16585193
16607373	"Schneider DT"	"Dusseldorf"	6.78	51.22	"Germany"	19		16607373
16608533	"Han W"	"Seoul"	126.98	37.57	"Korean Republic"	28		16608533
16609018	"Mendrzyk F"	"Heidelberg"	8.69	49.41	"Germany"	68		16609018
16612623	"Morandi L"	"Bologna"	11.34	44.49	"Italy"	16		16612623
16614723	"Curtin JA"	"San Francisco"	-122.42	37.77	"United States"	126		16614723
16616112	"Park SJ"	"Yeongdong-gun"	127.78	36.18	"Korean Republic"	5		16616112
16616336	"Carrasco DR"	"Boston"	-71.06	42.36	"United States"	87		16616336
16617324	"La Starza R"	"Perugia"	12.39	43.11	"Italy"	2		16617324
16618726	"Yao J"	"Boston"	-71.06	42.36	"United States"	30		16618726
16619524	"Postma R"	"Rotterdam"	4.48	51.92	"The Netherlands"	17		16619524
16620391	"Fridlyand J"	"San Francisco"	-122.42	37.77	"United States"	67		16620391
16630715	"Tarkkanen M"	"Helsinki"	24.94	60.17	"Finland"	26		16630715
16631473	"van Dekken H"	"Rotterdam"	4.48	51.92	"The Netherlands"	14		16631473
16640646	"Hasselblatt M"	"Muenster"	7.63	51.96	"Germany"	5		16640646
16642477	"Saramäki OR"	"Tampere"	23.79	61.5	"Finland"	5		16642477
16648555	"Bussey KJ"	"Bethesda"	-77.1	38.98	"United States"	60		16648555
16648866	"Svarvar C"	"Helsinki"	24.94	60.17	"Finland"	51		16648866
